sentence1,sentence2,score
Video Kekecohan Antara Penduduk Rumah Panjang Dengan Beberapa Anggota Polis Bukan Di Kawasan Pasai Siong Tengah,Video Kekecohan Antara Penduduk Rumah Panjang Dengan Beberapa Anggota Polis Bukan Di Kawasan Pasai Siong Tengah,1.0
Pekerja Wanita Disaman Kerana Tidak Mematuhi Beberapa SOP,Pekerja Wanita Disaman Kerana Tidak Mematuhi Beberapa SOP,1.0
Waspada Akaun Media Sosial Palsu Yang Menggunakan Nama MAVCOM,Waspada Akaun Media Sosial Palsu Yang Menggunakan Nama MAVCOM,1.0
Poster Amaran Henti Guna Hashtag #SiBodohKauDengarSini Bukan Dikeluarkan Oleh MCMC,Poster Amaran Henti Guna Hashtag #SiBodohKauDengarSini Bukan Dikeluarkan Oleh MCMC,1.0
Dakwaan PKP Akan Dilaksanakan Di Seluruh Negeri Kedah Bermula 18 Sehingga 31 Januari 2021 Adalah Tidak Benar,Dakwaan PKP Akan Dilaksanakan Di Seluruh Negeri Kedah Bermula 18 Sehingga 31 Januari 2021 Adalah Tidak Benar,1.0
"Waspada E-mel Menang Hadiah Wang Tunai RM100,000 PETRONAS Mesra Bonanza Yang Kononnya Daripada PETRONAS","Waspada E-mel Menang Hadiah Wang Tunai RM100,000 PETRONAS Mesra Bonanza Yang Kononnya Daripada PETRONAS",1.0
Dakwaan Kononnya Penduduk Rumah Panjang Pasai Siong Dikuarantin Di Dewan Suarah Sibu Adalah Tidak Benar,Dakwaan Kononnya Penduduk Rumah Panjang Pasai Siong Dikuarantin Di Dewan Suarah Sibu Adalah Tidak Benar,1.0
"Poster Perutusan Khas YAB Perdana Menteri Pada 8 Januari 2021, Jam 4 Petang Adalah Tidak Benar","Poster Perutusan Khas YAB Perdana Menteri Pada 8 Januari 2021, Jam 4 Petang Adalah Tidak Benar",1.0
Waspada E-mel Palsu Yang Menggunakan Logo Pos Malaysia,Waspada E-mel Palsu Yang Menggunakan Logo Pos Malaysia,1.0
Dakwaan Mesej Bahawa Penumpang Kenderaan Yang Tidak Memakai Tali Pinggang Keledar Belakang Dikenakan Tindakan Saman Di Lebuhraya Utara Selatan Adalah Tidak Benar,Dakwaan Mesej Bahawa Penumpang Kenderaan Yang Tidak Memakai Tali Pinggang Keledar Belakang Dikenakan Tindakan Saman Di Lebuhraya Utara Selatan Adalah Tidak Benar,1.0
Keratan Akhbar Dakwa Musim Sejuk Akan Melanda Malaysia Adalah Berita Tidak Benar,Keratan Akhbar Dakwa Musim Sejuk Akan Melanda Malaysia Adalah Berita Tidak Benar,1.0
Dakwaan Bahawa Hasil Bedah Siasat Doktor Di Itali Ke Atas Pesakit COVID-19 Menemui Punca Kematian Bukan Disebabkan Oleh Virus Adalah Tidak Benar,Dakwaan Bahawa Hasil Bedah Siasat Doktor Di Itali Ke Atas Pesakit COVID-19 Menemui Punca Kematian Bukan Disebabkan Oleh Virus Adalah Tidak Benar,1.0
Dakwaan Takungan Air Kobat Akan Dilepaskan Ke Sungai Bukit Rangin Adalah Tidak Benar,Dakwaan Takungan Air Kobat Akan Dilepaskan Ke Sungai Bukit Rangin Adalah Tidak Benar,1.0
Video Mendakwa Terdapat Buaya Di Kawasan Pelabuhan Pulau Pinang Adalah Video Lama,Video Mendakwa Terdapat Buaya Di Kawasan Pelabuhan Pulau Pinang Adalah Video Lama,1.0
Waspada Mesej Palsu Berkenaan Status Permohonan i-Sinar,Waspada Mesej Palsu Berkenaan Status Permohonan i-Sinar,1.0
"Tiada PKPB Di Daerah Kuantan, Pahang Mulai 18 Disember 2020","Tiada PKPB Di Daerah Kuantan, Pahang Mulai 18 Disember 2020",1.0
Waspada Panggilan Palsu Yang Mendakwa Daripada SPA Berhubung Urusan Tindakan Tatatertib,Waspada Panggilan Palsu Yang Mendakwa Daripada SPA Berhubung Urusan Tindakan Tatatertib,1.0
Waspada Dengan Penipuan Menggunakan Maklumat Peribadi Yang Diperolehi Melalui Bungkusan Pembelian...,Waspada Dengan Penipuan Menggunakan Maklumat Peribadi Yang Diperolehi Melalui Bungkusan Pembelian...,1.0
Waspada Surat Palsu Yang Menggunakan Kepala Surat MCMC Pulau Pinang,Waspada Surat Palsu Yang Menggunakan Kepala Surat MCMC Pulau Pinang,1.0
Dakwaan Terdapat 60 Orang Pesakit Positif COVID-19 Di Kampung Pasir Putih...,Dakwaan Terdapat 60 Orang Pesakit Positif COVID-19 Di Kampung Pasir Putih...,1.0
Pihak JAKIM Tidak Beri Pengesahan Halal Pada Air Hujan,Pihak JAKIM Tidak Beri Pengesahan Halal Pada Air Hujan,1.0
Waspada Panggilan Telefon Dari Nombor Yang Tidak Dikenali Yang Menyamar Sebagai...,Waspada Panggilan Telefon Dari Nombor Yang Tidak Dikenali Yang Menyamar Sebagai...,1.0
Tiada Pekerja Panjat Pagar Keluar Dari Kawasan PKPD Top Glove,Tiada Pekerja Panjat Pagar Keluar Dari Kawasan PKPD Top Glove,1.0
Waspada Aplikasi Palsu Yang Meminta Maklumat Ahli KWSP Berkenaan Permohonan i-Sinar,Waspada Aplikasi Palsu Yang Meminta Maklumat Ahli KWSP Berkenaan Permohonan i-Sinar,1.0
Pekerja Warga Asing Yang Memakai Gelang ‘Pink’ Di Tapak Pembinaan Adalah...,Pekerja Warga Asing Yang Memakai Gelang ‘Pink’ Di Tapak Pembinaan Adalah...,1.0
Dakwaan Rakaman Video Wanita Bunuh Diri Di Genting Highlands Adalah Video...,Dakwaan Rakaman Video Wanita Bunuh Diri Di Genting Highlands Adalah Video...,1.0
Video Tular Program Keagamaan Di Kuil Batu Caves Adalah Video Lama,Video Tular Program Keagamaan Di Kuil Batu Caves Adalah Video Lama,1.0
Dakwaan Tidak Perlu Surat Kebenaran Merentas Daerah Di Kedah Adalah Tidak...,Dakwaan Tidak Perlu Surat Kebenaran Merentas Daerah Di Kedah Adalah Tidak...,1.0
Dakwaan Bahawa LPT Lanchang Banjir Adalah Tidak Benar,Dakwaan Bahawa LPT Lanchang Banjir Adalah Tidak Benar,1.0
Waspada Surat/ Notis ‘Cukai Pengeluaran Peribadi Melebihi Had’ Yang Menggunakan Logo...,Waspada Surat/ Notis ‘Cukai Pengeluaran Peribadi Melebihi Had’ Yang Menggunakan Logo...,1.0
Dakwaan Terdapat Anggota PPK Hospital Sultanah Aminah Johor Bahru Positif COVID-19...,Dakwaan Terdapat Anggota PPK Hospital Sultanah Aminah Johor Bahru Positif COVID-19...,1.0
"Bukan Kes COVID-19, Tetapi Mengalami Sakit Dada","Bukan Kes COVID-19, Tetapi Mengalami Sakit Dada",1.0
Tiada Larangan Rentas Negeri Di Melaka,Tiada Larangan Rentas Negeri Di Melaka,1.0
Dakwaan 18 Anggota Polis Di IPK Pulau Pinang Disahkan Positif COVID-19...,Dakwaan 18 Anggota Polis Di IPK Pulau Pinang Disahkan Positif COVID-19...,1.0
Tiada Keadaan Darurat Diisytiharkan Di 4 Negeri Oleh KP Kesihatan,Tiada Keadaan Darurat Diisytiharkan Di 4 Negeri Oleh KP Kesihatan,1.0
Aktiviti Banci Secara Bersemuka Masih Berjalan Seperti Biasa,Aktiviti Banci Secara Bersemuka Masih Berjalan Seperti Biasa,1.0
"Dakwaan Bahawa Terdapat Sebuah Sekolah Di Seelong, Kulai Ditutup Akibat Penularan...","Dakwaan Bahawa Terdapat Sebuah Sekolah Di Seelong, Kulai Ditutup Akibat Penularan...",1.0
Waspada Panggilan Telefon Kononnya Daripada Pihak TM Dan Mendakwa Talian Telefon...,Waspada Panggilan Telefon Kononnya Daripada Pihak TM Dan Mendakwa Talian Telefon...,1.0
Dakwaan Klip Video Kononnya Terdapat Kes Positif COVID-19 Di Klinik Kesihatan...,Dakwaan Klip Video Kononnya Terdapat Kes Positif COVID-19 Di Klinik Kesihatan...,1.0
Tiada Arahan Sekatan Perjalanan Keluar Negeri Kepada Penjawat Awam Di Pahang,Tiada Arahan Sekatan Perjalanan Keluar Negeri Kepada Penjawat Awam Di Pahang,1.0
KKM Tidak Pernah Mengeluarkan Kenyataan Berkenaan Penguatkuasaan Larangan Rentas Daerah Di...,KKM Tidak Pernah Mengeluarkan Kenyataan Berkenaan Penguatkuasaan Larangan Rentas Daerah Di...,1.0
TEKUN Nasional Tidak Pernah Melantik Orang Tengah Dalam Urusan Permohonan Pinjaman...,TEKUN Nasional Tidak Pernah Melantik Orang Tengah Dalam Urusan Permohonan Pinjaman...,1.0
Tiada Pengumuman Daripada YAB Perdana Menteri Berkenaan Pelaksanaan PKP Di Sabah,Tiada Pengumuman Daripada YAB Perdana Menteri Berkenaan Pelaksanaan PKP Di Sabah,1.0
Dakwaan Mesej Kononnya Terdapat Warga ATM Dijangkiti COVID-19 Sewaktu Proses Pengundian...,Dakwaan Mesej Kononnya Terdapat Warga ATM Dijangkiti COVID-19 Sewaktu Proses Pengundian...,1.0
Wanita Dengan Tag Merah Jambu Di Sebuah Premis Makanan Di Temerloh...,Wanita Dengan Tag Merah Jambu Di Sebuah Premis Makanan Di Temerloh...,1.0
KDN Tidak Pernah Mengeluarkan Sebarang Perakuan Pelantikan Mana-Mana Syarikat Bagi Menguruskan...,KDN Tidak Pernah Mengeluarkan Sebarang Perakuan Pelantikan Mana-Mana Syarikat Bagi Menguruskan...,1.0
Waspada Dengan Mesej Sindiket Yang Menyamar Sebagai Institusi Kewangan,Waspada Dengan Mesej Sindiket Yang Menyamar Sebagai Institusi Kewangan,1.0
Waspada SMS Yang Menyamar Sebagai Pihak Maybank,Waspada SMS Yang Menyamar Sebagai Pihak Maybank,1.0
Waspada Dengan Sindiket Pinjaman Wang Secara Dalam Talian,Waspada Dengan Sindiket Pinjaman Wang Secara Dalam Talian,1.0
"Tiada Penculikan Kanak-Kanak Di Pantai Teluk Kemang, Port Dickson","Tiada Penculikan Kanak-Kanak Di Pantai Teluk Kemang, Port Dickson",1.0
Waspada Pembelian Perabot Di Platform Facebook,Waspada Pembelian Perabot Di Platform Facebook,1.0
Peperiksaan UPSRx dan PT3x Bukan Di Bawah Kendalian Lembaga Peperiksaan dan...,Peperiksaan UPSRx dan PT3x Bukan Di Bawah Kendalian Lembaga Peperiksaan dan...,1.0
Kenyataan Kononnya Daripada Pegawai Perubatan HKL Berkenaan Polisi Dan Gerak Kerja...,Kenyataan Kononnya Daripada Pegawai Perubatan HKL Berkenaan Polisi Dan Gerak Kerja...,1.0
Senarai Kawasan Zon Merah Di Kedah Adalah Palsu,Senarai Kawasan Zon Merah Di Kedah Adalah Palsu,1.0
Perkongsian Pemakaian Pelitup Muka Seperti Yang Tular Adalah Kurang Tepat,Perkongsian Pemakaian Pelitup Muka Seperti Yang Tular Adalah Kurang Tepat,1.0
Arahan Menggesa Supaya Ibu Bapa Dan Pelajar Yang Beraya Di Daerah...,Arahan Menggesa Supaya Ibu Bapa Dan Pelajar Yang Beraya Di Daerah...,1.0
2 Individu Dilihat Memakai Gelang Merah Jambu Di Kawasan Parkir Bukit...,2 Individu Dilihat Memakai Gelang Merah Jambu Di Kawasan Parkir Bukit...,1.0
Dakwaan Penggunaan Termometer Inframerah Tanpa Sentuh Boleh Menyebabkan Kecederaan Kepada Otak...,Dakwaan Penggunaan Termometer Inframerah Tanpa Sentuh Boleh Menyebabkan Kecederaan Kepada Otak...,1.0
Mesej Terdapat SOP Perjalanan/ Melancong Baharu Bermula 1 Ogos 2020...,Mesej Terdapat SOP Perjalanan/ Melancong Baharu Bermula 1 Ogos 2020...,1.0
Tiada Kes Kemalangan Tergelincir Akibat Melanggar Bungkusan Minyak Masak,Tiada Kes Kemalangan Tergelincir Akibat Melanggar Bungkusan Minyak Masak,1.0
Waspada Sindiket Penipuan Yang Meminta Maklumat Peribadi Dan Bayaran Bagi Menjalani...,Waspada Sindiket Penipuan Yang Meminta Maklumat Peribadi Dan Bayaran Bagi Menjalani...,1.0
Tiada Penularan Wabak COVID-19 Dalam Kalangan Pelajar Sekolah Di Tawau,Tiada Penularan Wabak COVID-19 Dalam Kalangan Pelajar Sekolah Di Tawau,1.0
Mesej Pengumuman Kononnya Kerajaan Akan Mengenakan Undang-Undang Saman Tanpa Amaran Kepada...,Mesej Pengumuman Kononnya Kerajaan Akan Mengenakan Undang-Undang Saman Tanpa Amaran Kepada...,1.0
Kementerian Kewangan Tidak Pernah Mengeluarkan Surat Permohonan Untuk Syarikat Pengendalian Aktiviti...,Kementerian Kewangan Tidak Pernah Mengeluarkan Surat Permohonan Untuk Syarikat Pengendalian Aktiviti...,1.0
Perutusan Khas YAB Perdana Menteri Perkembangan Terkini PKPP Akan Bersiaran Secara...,Perutusan Khas YAB Perdana Menteri Perkembangan Terkini PKPP Akan Bersiaran Secara...,1.0
"Dakwaan Terdapat Aktiviti Pelacuran Di Hotel Sahara, Muar Adalah Gambar Lama","Dakwaan Terdapat Aktiviti Pelacuran Di Hotel Sahara, Muar Adalah Gambar Lama",1.0
Penjelasan Berkenaan Mesej Kononnya Jangkitan COVID-19 Menular Di UTC Seremban,Penjelasan Berkenaan Mesej Kononnya Jangkitan COVID-19 Menular Di UTC Seremban,1.0
KPKT Tidak Pernah Melantik Ejen Atau Individu Bagi Permohonan PPR,KPKT Tidak Pernah Melantik Ejen Atau Individu Bagi Permohonan PPR,1.0
"Dakwaan Terdapat Kluster COVID-19 Di Luyang, Sabah Adalah Tidak Benar","Dakwaan Terdapat Kluster COVID-19 Di Luyang, Sabah Adalah Tidak Benar",1.0
Saluran Telegram “COVID_19 KKM” Adalah Palsu,Saluran Telegram “COVID_19 KKM” Adalah Palsu,1.0
Pelajar Tingkatan 1 Hingga 4 Akan Kembali Ke Sekolah Pada 12...,Pelajar Tingkatan 1 Hingga 4 Akan Kembali Ke Sekolah Pada 12...,1.0
Saluran Telegram Atas Nama “MINDEF Malaysia” Adalah Palsu,Saluran Telegram Atas Nama “MINDEF Malaysia” Adalah Palsu,1.0
Akaun Telegram Yang Diwujudkan Atas Nama ‘Jab. Perdana Menteri’ Adalah Akaun...,Akaun Telegram Yang Diwujudkan Atas Nama ‘Jab. Perdana Menteri’ Adalah Akaun...,1.0
"Pemandu Kereta Sebabkan Kemalangan Di Jalan Ara Kuda, Tasek Gelugor Tidak...","Pemandu Kereta Sebabkan Kemalangan Di Jalan Ara Kuda, Tasek Gelugor Tidak...",1.0
Produk Frankfurter Ayam Jenama Rahmat Masih Berstatus Halal,Produk Frankfurter Ayam Jenama Rahmat Masih Berstatus Halal,1.0
Waspada Alat Pengimbas Suhu Yang Tidak Menepati Piawaian Sirim Yang Dijual...,Waspada Alat Pengimbas Suhu Yang Tidak Menepati Piawaian Sirim Yang Dijual...,1.0
Lelaki Dipercayai Pengantin Diserang Sawan Bukan Dilanggar,Lelaki Dipercayai Pengantin Diserang Sawan Bukan Dilanggar,1.0
Waspada Dari Mendedahkan Maklumat Bank Di Media Sosial Untuk Terima Duit...,Waspada Dari Mendedahkan Maklumat Bank Di Media Sosial Untuk Terima Duit...,1.0
Penjelasan Penahanan Pendatang Tanpa Izin Rohingya Di Langkawi,Penjelasan Penahanan Pendatang Tanpa Izin Rohingya Di Langkawi,1.0
Pendaftaran Pengundi 18 Tahun Belum Dilaksanakan,Pendaftaran Pengundi 18 Tahun Belum Dilaksanakan,1.0
Tiada Kes Penculikan Bayi 12 Bulan Di Daerah Gombak,Tiada Kes Penculikan Bayi 12 Bulan Di Daerah Gombak,1.0
Jabatan Perangkaan Malaysia Tidak Pernah Mengeluarkan Kenyataan Atau Statistik Jumlah Pengangguran...,Jabatan Perangkaan Malaysia Tidak Pernah Mengeluarkan Kenyataan Atau Statistik Jumlah Pengangguran...,1.0
Tiada Arahan Daripada KKM Kepada Pengunjung Sebuah Pasar Raya Besar Di...,Tiada Arahan Daripada KKM Kepada Pengunjung Sebuah Pasar Raya Besar Di...,1.0
"Pemberian Elaun Sebanyak RM3,000 Kepada Sesiapa Yang Dibuang Kerja Semasa Tempoh...","Pemberian Elaun Sebanyak RM3,000 Kepada Sesiapa Yang Dibuang Kerja Semasa Tempoh...",1.0
Dakwaan Pesakit Positif COVID-19 Telah Ke Merata Tempat Sekitar Pekan Juasseh...,Dakwaan Pesakit Positif COVID-19 Telah Ke Merata Tempat Sekitar Pekan Juasseh...,1.0
"Waspada Dalam Membuat Pelaburan, Kes Penipuan Firma Klon Meningkat","Waspada Dalam Membuat Pelaburan, Kes Penipuan Firma Klon Meningkat",1.0
37 Premis Di Pusat Beli Belah Taman Desa Tebrau Ditutup Kerana...,37 Premis Di Pusat Beli Belah Taman Desa Tebrau Ditutup Kerana...,1.0
Dokumen Persiapan Awal Berhubung Cadangan Sama Ada PKP Tamat Atau Disambung...,Dokumen Persiapan Awal Berhubung Cadangan Sama Ada PKP Tamat Atau Disambung...,1.0
Waspada Tawaran Pelaburan Palsu Guna Nama Dan Logo ASNB,Waspada Tawaran Pelaburan Palsu Guna Nama Dan Logo ASNB,1.0
Lelaki Didakwa Positif COVID-19 Terbaring Di Hadapan Kedai Sebenarnya Sakit Jantung,Lelaki Didakwa Positif COVID-19 Terbaring Di Hadapan Kedai Sebenarnya Sakit Jantung,1.0
Menteri Kesihatan Tidak Pernah Mengeluarkan Kenyataan Berkenaan Hukuman Jika Lakukan Aktiviti...,Menteri Kesihatan Tidak Pernah Mengeluarkan Kenyataan Berkenaan Hukuman Jika Lakukan Aktiviti...,1.0
Dakwaan Wanita Hamil Yang Positif COVID-19 Di Kuala Krai Disahkan Negatif...,Dakwaan Wanita Hamil Yang Positif COVID-19 Di Kuala Krai Disahkan Negatif...,1.0
Dakwaan Seorang Wanita Menggunakan Kabel Polis Dungun Untuk Rentas Negeri Adalah...,Dakwaan Seorang Wanita Menggunakan Kabel Polis Dungun Untuk Rentas Negeri Adalah...,1.0
Dakwaan Terdapat Kes Baharu COVID-19 Di Kuala Pilah Adalah Tidak...,Dakwaan Terdapat Kes Baharu COVID-19 Di Kuala Pilah Adalah Tidak...,1.0
Produk Brown Sugar Bubble Tea Ball Tidak Memiliki Pengesahan Halal Dari...,Produk Brown Sugar Bubble Tea Ball Tidak Memiliki Pengesahan Halal Dari...,1.0
Mesej Tular Berkenaan Gelombang Haba Akan Melanda Semasa Fenomena Ekuinoks Adalah...,Mesej Tular Berkenaan Gelombang Haba Akan Melanda Semasa Fenomena Ekuinoks Adalah...,1.0
Dakwaan Jalan Pasar Pudu Dikenakan PKPD Adalah Tidak Benar,Dakwaan Jalan Pasar Pudu Dikenakan PKPD Adalah Tidak Benar,1.0
Klip Video Yang Mendakwa Kononnya Sekumpulan Warga Rohingya Memukul Anggota MPS...,Klip Video Yang Mendakwa Kononnya Sekumpulan Warga Rohingya Memukul Anggota MPS...,1.0
Dakwaan Bahawa KPM Ada Menyatakan Pembukaan Semula Sekolah Adalah Tidak Benar,Dakwaan Bahawa KPM Ada Menyatakan Pembukaan Semula Sekolah Adalah Tidak Benar,1.0
Bukan Bazar Ramadan Yang Dibuka Di Kampung Pandan,Bukan Bazar Ramadan Yang Dibuka Di Kampung Pandan,1.0
Dakwaan Nota Suara Melalui WhatsApp Kononnya Ada Pesakit COVID-19 Dikesan Di...,Dakwaan Nota Suara Melalui WhatsApp Kononnya Ada Pesakit COVID-19 Dikesan Di...,1.0
Ayam Di Pasar Raya Bebas Daripada Jangkitan COVID-19,Ayam Di Pasar Raya Bebas Daripada Jangkitan COVID-19,1.0
Dakwaan Pergerakan Dalam Sarawak Tidak Perlu Surat Kebenaran Daripada Pihak Polis...,Dakwaan Pergerakan Dalam Sarawak Tidak Perlu Surat Kebenaran Daripada Pihak Polis...,1.0
Iklan Jawatan Kosong Dan Temuduga Pengambilan Pekerja Pada 8 Mei 2020...,Iklan Jawatan Kosong Dan Temuduga Pengambilan Pekerja Pada 8 Mei 2020...,1.0
Individu Dari Zon Merah Dan Pulang Dari Luar Negara Ke Perlis...,Individu Dari Zon Merah Dan Pulang Dari Luar Negara Ke Perlis...,1.0
Hotel-Hotel Ditutup Sementara Kerana Dalam Proses Penjualan Kepada Pihak Ketiga,Hotel-Hotel Ditutup Sementara Kerana Dalam Proses Penjualan Kepada Pihak Ketiga,1.0
"Orang Ramai Di Pusat Belian Borong Kenanga Merupakan Pekerja, Bukan Pengunjung...","Orang Ramai Di Pusat Belian Borong Kenanga Merupakan Pekerja, Bukan Pengunjung...",1.0
Waspada Sindiket Penipuan Emel Yang Menggunakan Nama Ahli Lembaga Pengarah TM,Waspada Sindiket Penipuan Emel Yang Menggunakan Nama Ahli Lembaga Pengarah TM,1.0
"Dakwaan Video Yang Memaparkan Kesesakan Pelanggan Di Pasar Borong Batu Berendam,...","Dakwaan Video Yang Memaparkan Kesesakan Pelanggan Di Pasar Borong Batu Berendam,...",1.0
Dakwaan Pesakit COVID-19 Lari Dari Hospital Di Negeri Johor Adalah Tidak...,Dakwaan Pesakit COVID-19 Lari Dari Hospital Di Negeri Johor Adalah Tidak...,1.0
Peniaga Di Pasar Besar Seremban Hanya Perlu Hadir Jalani Saringan Ujian...,Peniaga Di Pasar Besar Seremban Hanya Perlu Hadir Jalani Saringan Ujian...,1.0
Tiada Pencerobohan Bot Nelayan Asing Vietnam Di Perairan Dungun,Tiada Pencerobohan Bot Nelayan Asing Vietnam Di Perairan Dungun,1.0
Makluman Tarikh-Tarikh Peperiksaan SPM 2020 Adalah Palsu,Makluman Tarikh-Tarikh Peperiksaan SPM 2020 Adalah Palsu,1.0
Infografik Berkenaan Saranan KP Kesihatan Kepada Rakyat Malaysia Adalah Palsu,Infografik Berkenaan Saranan KP Kesihatan Kepada Rakyat Malaysia Adalah Palsu,1.0
Dokumen Berkenaan Garis Panduan Sambutan Aidilfitri Dalam Tempoh PKP Yang Bukan...,Dokumen Berkenaan Garis Panduan Sambutan Aidilfitri Dalam Tempoh PKP Yang Bukan...,1.0
Waspada Pihak Yang Menawarkan Khidmat/ Program/ Pelaburan Berbayar Menggunakan Nama MDEC,Waspada Pihak Yang Menawarkan Khidmat/ Program/ Pelaburan Berbayar Menggunakan Nama MDEC,1.0
Jabatan Perangkaan Malaysia Tidak Pernah Mengeluarkan Statistik Berkaitan Pekerja Asing Tanpa...,Jabatan Perangkaan Malaysia Tidak Pernah Mengeluarkan Statistik Berkaitan Pekerja Asing Tanpa...,1.0
JAKIM Tidak Terlibat Dalam Pengiktirafan Majlis Ulama Rohingya,JAKIM Tidak Terlibat Dalam Pengiktirafan Majlis Ulama Rohingya,1.0
Mesej Kononnya Dari KP Kesihatan Berkenaan Perkara Penting Pencegahan COVID-19 Kepada...,Mesej Kononnya Dari KP Kesihatan Berkenaan Perkara Penting Pencegahan COVID-19 Kepada...,1.0
Dokumen SOP Pergerakan Pelajar IPT Yang Tular Di Media Sosial Adalah...,Dokumen SOP Pergerakan Pelajar IPT Yang Tular Di Media Sosial Adalah...,1.0
PETRONAS Tidak Menutup Operasi Pelantar Di Malaysia,PETRONAS Tidak Menutup Operasi Pelantar Di Malaysia,1.0
"Penjelasan Penyelarasan Aktiviti Saringan COVID-19 Di Pusat Perubatan UIA, (IIUM) Kuantan","Penjelasan Penyelarasan Aktiviti Saringan COVID-19 Di Pusat Perubatan UIA, (IIUM) Kuantan",1.0
Waspada Terhadap Pihak Yang Cuba Mengambil Kesempatan Atas Perkembangan Terkini COVID-19...,Waspada Terhadap Pihak Yang Cuba Mengambil Kesempatan Atas Perkembangan Terkini COVID-19...,1.0
"Klip Video Harimau Dijumpai Bukan Di FRIM, Kepong","Klip Video Harimau Dijumpai Bukan Di FRIM, Kepong",1.0
Borang Permohonan Bantuan Ihsan COVID-19 Negeri Johor Yang Tular Di Media...,Borang Permohonan Bantuan Ihsan COVID-19 Negeri Johor Yang Tular Di Media...,1.0
Dakwaan Mesej Kononnya Geran PRIHATIN PKS Boleh Dimohon Secara Manual Di...,Dakwaan Mesej Kononnya Geran PRIHATIN PKS Boleh Dimohon Secara Manual Di...,1.0
Dakwaan Mesej Kononnya Sekolah Di Seluruh Malaysia Akan Dibuka Semula Pada...,Dakwaan Mesej Kononnya Sekolah Di Seluruh Malaysia Akan Dibuka Semula Pada...,1.0
Waspada Iklan Menggunakan Nama PERKESO Yang Menawarkan Perkhidmatan Ujian Saringan COVID-19,Waspada Iklan Menggunakan Nama PERKESO Yang Menawarkan Perkhidmatan Ujian Saringan COVID-19,1.0
Wabak COVID-19 Di Daerah Ranau Bukan Berpunca Daripada 14 Individu Kluster...,Wabak COVID-19 Di Daerah Ranau Bukan Berpunca Daripada 14 Individu Kluster...,1.0
Tiada Sebarang Aktiviti Perniagaan Warga Asing Di Tapak Parkir Pasar Borong...,Tiada Sebarang Aktiviti Perniagaan Warga Asing Di Tapak Parkir Pasar Borong...,1.0
Waspada Ejen Atau Pihak Ketiga Kononnya Dari TEKUN Untuk Menguruskan Permohonan...,Waspada Ejen Atau Pihak Ketiga Kononnya Dari TEKUN Untuk Menguruskan Permohonan...,1.0
Dakwaan ICU COVID-19 Hospital Sultanah Bahiyah Ditutup Adalah Palsu,Dakwaan ICU COVID-19 Hospital Sultanah Bahiyah Ditutup Adalah Palsu,1.0
Duit BPN Dianggap Hangus Jika Tunggu Fasa Ke-2 Adalah Tidak Benar,Duit BPN Dianggap Hangus Jika Tunggu Fasa Ke-2 Adalah Tidak Benar,1.0
Dakwaan Mesej Kononnya Dari Pihak UUM Meminta Dokumen Peribadi Pelajar Bagi...,Dakwaan Mesej Kononnya Dari Pihak UUM Meminta Dokumen Peribadi Pelajar Bagi...,1.0
Tiada Kelulusan Penganjuran Bazar Ramadhan Tahun 2020 Di Kawasan MBJB,Tiada Kelulusan Penganjuran Bazar Ramadhan Tahun 2020 Di Kawasan MBJB,1.0
"HWKKS Masih Beroperasi Seperti Biasa, Hanya Satu Wad Di Bawah Kuarantin","HWKKS Masih Beroperasi Seperti Biasa, Hanya Satu Wad Di Bawah Kuarantin",1.0
Mesej Didakwa Dari OCS Balai Kepala Batas Mohon Sumbangan Makanan Untuk...,Mesej Didakwa Dari OCS Balai Kepala Batas Mohon Sumbangan Makanan Untuk...,1.0
Lori Polis Yang Membawa OKT Terbalik Dalam Kemalangan Adalah Gambar Pada...,Lori Polis Yang Membawa OKT Terbalik Dalam Kemalangan Adalah Gambar Pada...,1.0
Saringan Yang Dijalankan Di Pondok Pasir Tumboh Bagi Memutuskan Rantaian COVID-19,Saringan Yang Dijalankan Di Pondok Pasir Tumboh Bagi Memutuskan Rantaian COVID-19,1.0
Borang Berbentuk Google Forms Kononnya Dari JAKIM Untuk Tabung Musaadah COVID-19...,Borang Berbentuk Google Forms Kononnya Dari JAKIM Untuk Tabung Musaadah COVID-19...,1.0
"Kes Kematian Disyaki COVID-19 Di Jalan Abdul Rahman Limbong, Padang Negara,...","Kes Kematian Disyaki COVID-19 Di Jalan Abdul Rahman Limbong, Padang Negara,...",1.0
Dakwaan Klip Video Yang Memaparkan Kononnya Terdapat Pesakit COVID-19 Di Pasar...,Dakwaan Klip Video Yang Memaparkan Kononnya Terdapat Pesakit COVID-19 Di Pasar...,1.0
